feature,importance
fe7_ext_sources_mean,0.06428010960349521
fe10_composite_risk_score,0.0527204163692169
fe8_ext_sources_min,0.05167231063920912
ext_source_3,0.03174745797396635
ext_source_2,0.030232579712298962
days_birth,0.02452862268285498
fe5_age_years,0.023182884831577925
fe2_annuity_income_ratio,0.017849763118199913
bureau_days_credit_max,0.01767778036845762
ext_source_1,0.016953896033748646
amt_annuity,0.01667829537259982
days_id_publish,0.015396267781914361
bureau_days_credit_min,0.014879556261037135
install_late_rate,0.014611794520342218
fe3_payment_rate,0.014336768608969814
days_registration,0.014332356803165771
fe1_credit_income_ratio,0.013963177688685588
fe4_days_employed_ratio,0.01377570487634826
days_last_phone_change,0.01371511041795396
install_payment_delay_mean,0.0136641816508621
amt_credit,0.013456936110943537
days_employed,0.013340893584740214
install_dpd_max,0.013134654095805689
install_amt_payment_mean,0.013131969246845038
prev_days_decision_max,0.012329121168004938
pos_months_balance_mean,0.012216121909739095
install_amt_instalment_mean,0.01185872885355201
bureau_amt_credit_sum_total,0.01165087499188049
prev_amt_credit_max,0.011418602567423932
pos_cnt_instalment_mean,0.011379443573176747
amt_goods_price,0.011141674856009082
prev_rate_down_mean,0.01038592611862005
bureau_amt_credit_sum_mean,0.010379975007310336
prev_amt_annuity_mean,0.010344307213733799
pos_records_count,0.010131618951318555
prev_cnt_payment_mean,0.009987094043603073
install_records_count,0.009586587814285135
fe6_income_per_person,0.00946910290241889
prev_amt_credit_mean,0.009418517133095742
amt_income_total,0.009402174000977943
region_population_relative,0.009160430755714155
install_payment_ratio_mean,0.008663538127693876
install_late_count,0.008382398623841561
bureau_amt_credit_sum_debt_total,0.008316487031670662
hour_appr_process_start,0.007334924552443614
cc_amt_balance_mean,0.007228768565367327
prev_app_count,0.007033104336979036
cc_amt_drawings_current_mean,0.0069912935097174575
install_payment_ratio_min,0.006779486301559352
bureau_amt_credit_sum_debt_mean,0.006618920989336305
bureau_credit_count,0.00610912820110466
own_car_age,0.0057185342307010285
cc_credit_limit_mean,0.005573018534035965
years_beginexpluatation_medi,0.005282929013822456
years_beginexpluatation_mode,0.005048914554061148
totalarea_mode,0.004893484774230295
pos_sk_dpd_mean,0.0047187320882093355
cc_payment_total_mean,0.004675712580215699
years_beginexpluatation_avg,0.0046505099852089575
livingarea_mode,0.004567345333992567
livingarea_medi,0.004561009296770424
basementarea_avg,0.004531501415058917
cc_records_count,0.004529597337400677
amt_req_credit_bureau_year,0.004523391481597241
livingarea_avg,0.004294980168882244
floorsmax_avg,0.004088491992316622
bureau_credit_limit_mean,0.004059986111126918
basementarea_medi,0.004048562337229931
apartments_medi,0.004025667081981769
obs_30_cnt_social_circle,0.003954516148563261
cc_amt_drawings_current_sum,0.003953362463255836
cc_amt_balance_max,0.003950721087663596
pos_sk_dpd_max,0.003907332868740249
pos_sk_dpd_def_max,0.0038650653723242183
landarea_medi,0.0038455956818765316
years_build_mode,0.003720878651435329
apartments_mode,0.003687461944580333
obs_60_cnt_social_circle,0.003666228312851623
basementarea_mode,0.003601013670968438
landarea_avg,0.0035083799312822374
apartments_avg,0.0034926476042620104
nonlivingarea_avg,0.003339179739857563
landarea_mode,0.0033239408622473187
entrances_avg,0.003290186291742969
livingapartments_medi,0.0030791303013338665
cnt_fam_members,0.0030725292460596744
floorsmax_medi,0.002975628286277776
years_build_avg,0.0028760869591311035
commonarea_avg,0.002856376994032878
floorsmax_mode,0.002812235467097208
livingapartments_avg,0.0027737623030941977
years_build_medi,0.002701767255433585
entrances_mode,0.0026891686309295755
pos_dpd_count,0.0026769341020926934
livingapartments_mode,0.002653733406475669
entrances_medi,0.002494198115295798
commonarea_medi,0.0023889475738807773
nonlivingarea_mode,0.0022031806308689126
cnt_children,0.002168936225142454
floorsmin_avg,0.002166468711505369
commonarea_mode,0.0021074297693315903
def_60_cnt_social_circle,0.002035301479555144
nonlivingarea_medi,0.0020324134314089483
region_rating_client_w_city,0.001989850657908882
floorsmin_medi,0.0019861810264745158
region_rating_client,0.001966649454204903
floorsmin_mode,0.001948469270713149
amt_req_credit_bureau_mon,0.0018489726946061805
def_30_cnt_social_circle,0.0017763475906959932
nonlivingapartments_avg,0.0014143319527942636
amt_req_credit_bureau_qrt,0.0013991512783215958
nonlivingapartments_mode,0.0012913624968376555
reg_city_not_work_city,0.0012695176966106803
elevators_avg,0.0012063987609357064
nonlivingapartments_medi,0.0011649069519298124
live_city_not_work_city,0.0011577719917865183
elevators_mode,0.000942986777140065
elevators_medi,0.0009426229940807791
cc_dpd_count,0.0008385625826719874
amt_req_credit_bureau_week,0.0007055156742121899
cc_sk_dpd_max,0.000703491681814081
reg_city_not_live_city,0.0006813934909478781
cc_sk_dpd_mean,0.0006593627421711883
bureau_cnt_prolong_mean,0.0005691630680964583
reg_region_not_live_region,0.0005671467207802853
live_region_not_work_region,0.0005626269279690173
reg_region_not_work_region,0.0005476960321349249
amt_req_credit_bureau_day,0.0004471079332425351
bureau_credit_day_overdue_mean,0.00031856458801937063
fe9_bureau_overdue_rate,0.00029374698313289275
amt_req_credit_bureau_hour,9.221508966707907e-05
bureau_overdue_count,6.293659884151926e-05
prev_refusal_rate,0.0
prev_approved_count,0.0
bureau_active_credit_count,0.0
bureau_closed_credit_count,0.0
prev_refused_count,0.0
prev_canceled_count,0.0
